,title,content,summary,link,published
32,Salah Ingin Bertahan Selama Mungkin di Anfield," Mesir Mohamed Salah menyatakan keinginan untuk bertahan di Liverpool selama mungkin. Namun, stiker andalan Si Merah itu menegaskan masa depannya di Anfield tergantung Liverpool. 

Jika Anda bertanya, saya katakan saya ingin tinggal di sini selama saya bisa, tapi seperti yang saya katakan sebelumnya, itu ada di tangan klub, katanya kepada saluran TV2 Norwegia.

Salah memicu spekulasi tentang masa depan bersama Liverpool ketika menyebut dirinya mungkin saja hengkang ke Real Madrid atau Barcelona. Walau kontraknya di Liverpool berdurasi hingga 2023, tetapi Salah terus dikabarkan akan mencari klub baru.

Salah, yang telah mencetak 17 gol dalam 26 pertandingan di semua kompetisi musim ini, mengatakan ingin tetap di Anfield. Saya akan selalu memberikan 100 persen hingga menit terakhir saya di klub ini dan saya ingin memenangkan trofi sebanyak yang saya bisa, tambahnya.

Liverpool sendiri saat ini tampil kurang menyakinkan. Tim asuhan Jurgen Klopp tersebut gagal meraih kemenangan dalam empat pertandingan terakhir di Liga Premier dan semenata berada di urutan keempat klasemen sementara. (Livescore/R-1)","PEMAIN timnas Mesir Mohamed Salah menyatakan keinginan untuk bertahan di Liverpool selama mungkin. Namun, stiker andalan Si Merah itu menegaskan masa depannya di Anfield tergantung Liverpool.",https://mediaindonesia.com/read/detail/378345-salah-ingin-bertahan-selama-mungkin-di-anfield,2021-01-19 21:57:58
33,Tiongkok Bangun Pusat Karantina Covid-19,"prefabrikasi memenuhi lapangan luas di pinggiran Kota Shijiazhuang, Tiongkok, saat kru konstruksi bekerja sepanjang waktu untuk membangun fasilitas karantina yang besar.

Pembangunan tersebut dilakukan untuk mengekang wabah covid-19 yang berkembang di kota itu.



Tiongkok sebagian besar telah mengendalikan virus bahkan ketika seluruh dunia berjuang dengan kematian yang meningkat dan rumah sakit yang terbebani.



Tetapi serentetan wabah kecil yang terlokalisasi telah mendorong pejabat Tiongkok untuk memerintahkan pengujian massal, penguncian wilayah yang ketat dan bersiap memindahkan desa-desa yang penuh ke fasilitas karantina untuk membasmi kebangkitan virus.



Pemandangan di luar Shijiazhuang mengingatkan pada upaya Beijing awal tahun lalu untuk membangun rumah sakit darurat di Wuhan - pusat kota tempat kasus covid-19 pertama kali muncul - dalam beberapa hari.



Bangunan karantina di Shijiazhuang dilengkapi dengan kamar mandi, Wi-fi dan AC. Tempat karantina tersebut akan menampung kontak dekat pasien virus yang dikonfirmasi setelah itu selesai dalam beberapa hari ke depan.



Penyiar negara, CCTV, menunjukkan para pekerja dengan rompi visibilitas tinggi dan topi keras merakit struktur seperti kabin dalam gelap, sementara bendera bertuliskan nama tim konstruksi dan unit Partai Komunis berkibar dari bangunan yang sudah selesai.



Fasilitas tersebut, kata CCTV, diharapkan memiliki cukup ruangan untuk menampung lebih dari 4.000 orang. Pembangunan tersebut dimulai pada 13 Januari ketika kota-kota di Tiongkok utara memberlakukan penguncian wilayah dalam beberapa pekan terakhir.



Lebih dari 20.000 penduduk desa di sekitar Provinsi Hebei telah dikirim ke karantina di fasilitas terpusat. Sementara itu, jutaan penduduk lokal telah beberapa kali dites untuk virus tersebut.



Tiongkok berada dalam siaga tinggi untuk potensi gelombang kasus yang dipicu oleh liburan Tahun Baru Imlek mendatang, yang diperkirakan akan menjadi tantangan besar untuk pencegahan virus, kata pejabat senior kesehatan nasional Wang Bin pekan lalu. Jutaan penduduk kota akan melakukan perjalanan ke kota asal mereka untuk merayakannya.



Kasus virus telah melonjak di seluruh dunia dalam beberapa pekan terakhir, dengan jumlah kematian global sekarang melebihi dua juta. (AFP/OL-8)","RIBUAN kamar prefabrikasi memenuhi lapangan luas di pinggiran Kota Shijiazhuang, Tiongkok, saat kru konstruksi bekerja sepanjang waktu untuk membangun fasilitas karantina yang besar. Pembangunan",https://mediaindonesia.com/read/detail/378327-tiongkok-bangun-pusat-karantina-covid-19,2021-01-19 21:55:53
34,Kenaikan Kasus Baru Positif Covid di Mabar Mencemaskan,"umlah kasus penularan virus korona (Covid-19) di Kabupaten Manggarai Barat (Mabar), NTT mencemaskan. Penambahan kasus covid-19 mayoritas berasal dari transmisi lokal.

Sejak awal tahun hingga hari ini Tim Gugus Tugas Penanganan, Pencegahan dan Pemberantasan Covid-19 di Mabar mencatat sabab hari terjadi tren kenaikan kasus. Kenaikan ini umumnya dari produksi lokal atau transmisi lokal.

Petugas pencatat survelence menemukan terjadi kenaikan kasus covid-19 sehingga perlu exstra waspada. Masyarakat diminta waspada dan disiplin protokol kesehatan harus ditingkatkan, tegas Pjs Sekretaris Daerah Mabar Ismail Surdi, yang juga ketua pelaksana tim gugus tugas, Selasa (19/1).

Dari awal tahun sampai saat ini sudah tiga orang meninggal akibat Covid. Pihaknya, jelas dia, sudah mengetatkan jalur keluar masuk barang dan manusia baik melalui pelabuhan maupun di Bandara Komodo Labuanbajo.

Kewaspadaan dan mentaati protokol belum maksimal. Virus ini memang sungguh berbahaya sudah tembus di angka dua ratusan orang, ucap Ismail.

Sementara Kabag Kesehatan Masyarakat Dinas Kesehatan Mabar Yohanes Johan, menyebutkan tren kenaikan sudah tak bisa dielak. Sebab kasus ini sudah masuk pada transmisi lokal. Untuk memutus penyebaran ini, pengendalian hanya ada pada diri sendiri dan keluarga terhadap disiplin prokes.

Yohanes Johan memaparkan, kasus positif Covid hingga 19 Januari 2021, Pukul 18.00 Wita, tercatat 300 orang dengan 3 meninggal, sembuh 164 orang.
Masih diisolasi; 133 orang dengan rincian tempat isolasi:
- RSUD Komodo : 22
- Karantina Pemda Belakang GOR : 0
- Karantina Pemda (Nakes) : 0
- Isolasi Mandiri di rumah sendiri : 111

Kami tidak bosan mengingatkan agar jangan lupa 3M yakni menggunakan masker tutup hidung dan mulut saat di luar rumah, selalu mencuci tangan dengan sabun dan menjaga jarak minimal 1,5 meter, pesannya. (OL-13)

Baca Juga: Tiga Hari Terakhir, Penambahan Covid-19 di DIY di Bawah 300 per Ha","PENINGKATAN jumlah kasus penularan virus korona (Covid-19) di Kabupaten Manggarai Barat (Mabar), NTT mencemaskan. Penambahan kasus covid-19 mayoritas berasal dari transmisi lokal. Sejak awal",https://mediaindonesia.com/read/detail/378344-kenaikan-kasus-baru-positif-covid-di-mabar-mencemaskan,2021-01-19 21:54:46
35,Kapolda Riau Sebut Kerukunan Beragama Modal untuk Sejahtera,"Inspektur Jenderal (Irjen) Agung Setya Imam Efendi menegaskan kerukunan umat bergama menjadi modal utama untuk
mewujudkan tujuan kesejahteraan bangsa. Hal itu disampaikannya saat menjadi pembicara dalam Diskusi Umum yang bertema 'Riau Sejahtera, Polri dan Masyarakat Menjaga' yang dilaksanakan di lantai 5 Gedung Utama Polda Riau jalan Patimura, Kota Pekanbaru, Selasa (19/1).

Kesejahteraan menjadi tujuan dalam tatanan negara demokratis. Hal tersebut berhubungan dengan bagaimana cara kita mengarahkan energi positif, pertama untuk masyarakat dan kedua untuk pemerintah dalam mewujudkan kesejahteraan tersebut. Dua komponen tersebut merupakan hal penting dan harus dipahami secara bersama-sama, kata Kapolda Riau didampingi sejumlah pembicara lainnya KH. Abdurrahman Kaharuddin dari Forum Kerukunan Ummat Beragama, Prof DR Khairunnas Rajab selaku Guru Besar UIN Suska Riau, Pendeta Ricky Nelson Tampubolon selaku tokoh Kristen Riau, dan AZ Fachri Yasin, dari FPK (Forum Pembauran Kebangsaan) Riau.

Agung menjelaskan, saat ini banyak orang kurang mampu. Dan pemerintah harus mampu menyelesaikan permasalahan itu dengan menggali potensi kekayaan intelektual sehingga menciptakan pemikiran atau produk-produk baru dan menjadi hal yang produktif.

Kita juga ingin memajukan kehidupan umat beragama. Dan kerukunan kita semua yang menjadi modal luar biasa, ungkap Agung.

KH. Abdurrahman Kaharudin dari FPK (Forum Kerunan Umat Beragama) mengatakan FPK dalam mewujudkan kesejahteraan menurut pandangan islam menjadi tujuan masyarakat dengan modal pertama adalah kerukunan dalam mencapai kesejahteraan. Dalam Al Quran yaitu surat Al-quraisy, Allah menegaskan ada tiga unsur pokok dalam menjaga kerukunan.

Yakni mengkokohkan keimanan sebagai individu, menjaga kebutuhan dasar jiwa, dan menjaga keamanan lingkungan, ujar KH. Abdurrahman Kaharudin.

Sedangkan pendeta Ricky Nelson Tampubolon menyampaikan apresiasinya atas upaya yang telah dilakukan pemerintah. Khususnya Polda Riau yang dirasakannya kepemimpinan seperti orang tua sendiri.

Saat ini kita sedang menghadapi pandemi Covid-19 hal baru dan belum pernah kita alami sebelumnya. Oleh karena itu kita sebagai masyarakat mempunyai kepentingan yang sama untuk menghadapi kondisi ini, ujar Ricky Nelson. (RK/OL-10)",Kapolda Riau Inspektur Jenderal (Irjen) Agung Setya Imam Efendi menegaskan kerukunan umat bergama menjadi modal utama untuk mewujudkan tujuan kesejahteraan bangsa. Hal itu disampaikannya saat,https://mediaindonesia.com/read/detail/378343-kapolda-riau-sebut-kerukunan-beragama-modal-untuk-sejahtera,2021-01-19 21:53:22
36,Mendagri Klaim Sudah Ingatkan KPU dan Bawaslu," Negeri (Mendagri) Tito Karnavian mengatakan sudah mengingatkan Komisi Pemilihan Umum (KPU) dan Badan Pengawas Pemilu (Bawaslu) Republik Indonesia agar menyudahi mendiskualifikasi pasangan calon kepala daerah jika pemenang sudah hampir ditetapkan oleh KPU.

Kalau memang ada diskualifikasi, sebaiknya dilaksanakan sebelum penetapan pasangan calon pemenang. Itu yang kami sampaikan juga ke Pak Abhan (Ketua Bawaslu RI) maupun ke Ketua KPU RI (mantan Ketua KPU RI Arief Budiman). Tanpa bermaksud berpihak, kata Tito, di Senayan, Jakarta, hari ini.

Menurut mantan Kepala Kepolisian Republik Indonesia (Kapolri) yang menjabat dari pertengahan Juli 2016 hingga akhir Oktober 2019 itu, perilaku menganulir hasil kemenangan pihak tertentu secara langsung dengan 'tangan' penyelenggara pemilu memiliki kerawanan tinggi dari sudut pandang keamanan.

Baca juga: Mendagri Wanti-wanti Potensi Konflik Kepentingan Panja Pilkada

Karena, kata Tito, pasangan calon yang sudah menang tidak mungkin mau menerima diskualifikasi oleh penyelenggara pemilu tersebut.

Bagaimana bisa. Investasinya sudah bertahun-tahun, membangun jaringan yang tidak murah, setelah itu bertanding dan tidak ada pelanggaran dilaporkan di tengah-tengah (pertandingan). Setelah menang (dilaporkan). Kalau yang dilaporkan yang kalah, mungkin tidak apa-apa. Tapi yang dilaporkan itu yang menang, sehingga seolah menggunakan 'tangan' penyelenggara untuk mematahkan kemenangan itu. Dari sudut pandang keamanan, itu rawan, kata Tito.

Karena itu, Tito mengatakan jika ada pelanggaran pemilu maupun pilkada yang baru dilaporkan kepada penyelenggara setelah pemenang hampir diumumkan oleh KPU RI, sebaiknya diarahkan pengadilannya ke Mahkamah Konstitusi (MK).

Itu lebih adem dibanding dipatahkan di situ dengan putusan demikian, kata Tito Karnavian.(OL-4)",MENTERI Dalam Negeri (Mendagri) Tito Karnavian mengatakan sudah mengingatkan Komisi Pemilihan Umum (KPU) dan Badan Pengawas Pemilu (Bawaslu) Republik Indonesia agar menyudahi mendiskualifikasi pasangan,https://mediaindonesia.com/read/detail/378341-mendagri-klaim-sudah-ingatkan-kpu-dan-bawaslu,2021-01-19 21:52:09
37,"Dua Peserta Positif Covid, Australia Terbuka 2021 Terancam Batal","lam tenis Austrlia Terbuka 2021 yang akan dimulai 8 Februari mendatang terancam. Pasalnya dua petenis yang akan tampil di turnamen tersebut, dinyatakan positif Covid-19.

Kedua petenis yang tidak disebutkan identitasnya itu dinyatakan positof usai menjalani pemeriksaan kesehatan setibanya di Melbourne. Selain itu, pejabat kesehatan Negara Bagian Victoria menyebut satu orang yang terlibat di Australia Terbuka 2021 juga positif Covid-19.
 
Grand slam Australia Terbuka 2021 diperkirakan akan melibatkan sekitar 1200 orang, termasuk pemain, staf, dan ofisial turnamen yang telah terbang ke Australia. Namun, aturan karantina otoritas setempat menukai perselisihan.

Beberapa petenis menyatakan rasa frustrasi karena harus menjalani isoslasi di kamar hotel sedangkan ada petenis lain yang tidak menjalani aturan tersebut. Sementara sebagaian warga Melbourne, kota yang mengalami salah satu penguncian terpanjang di dunia tahun lalu, khawatir tentang potensi resiko Covid-19 yang ditimbulkan turnamen tersebut.

Kasus positif pada tiga penerbangan ke Melbourne membuat 72 petenis harus menjalani karantina penuh selama 14 hari. Hal ini memunculkan protes dan membuat petenis peringkata satu dunia, Novak Djokovic melobi pihak berwenang untuk melonggarkan aturan karantina bagi petenis.

Namun, permintaan Djokovic itu ditolak otoritas negara bagian Victoria. Pemerintah setempat menegaskan tidak akan ada perlakuan istimewa bagi seluruh peserta Australia Terbuka 2021. Perdana Menteri Negara Bagian Victoria Daniel Andrews mengatakan tindakan itu diperlukan untuk melindungi publik. (BBC/R-1)","AJANG grand slam tenis Austrlia Terbuka 2021 yang akan dimulai 8 Februari mendatang terancam. Pasalnya dua petenis yang akan tampil di turnamen tersebut, dinyatakan positif Covid-19. Kedua petenis",https://mediaindonesia.com/read/detail/378340-dua-peserta-positif-covid-australia-terbuka-2021-terancam-batal,2021-01-19 21:48:30
38,Mobile Both Pertamina Mulai Beroperasi di Medan,"MyPertamina telah dioperasikan di Medan sebagai salah satu fasilitas penopang digitalisasi SPBU yang sedang digencarkan PT Pertamina (Persero) di kota ini. Unit Manager Communication Relation  CSR Pertamina Regional Sumbagut, Taufikurachman mengatakan untuk tahap awal, Mobile Booth dioperasikan di SPBU COCO Polonia di Jalan Mustag, Kelurahan Suka Damai, Kecamatan Medan Polonia, Kota Medan, Sumatera Utara.

Pengoperasian fasilitas ini adalah sebagai tindak lanjut dari program digitalisasi SPBU, ujarnya, Selasa (19/1).

Utamanya, Mobile Booth menyediakan petugas yang mampu menjelaskan penggunaan aplikasi MyPertamina. Dengan kata lain, masyarakat dapat memanfaatkan fasilitas ini untuk mempelajari penggunaan aplikasi MyPertamina.

Selain mendapatkan pemahaman penggunaan aplikasi MyPertamina oleh para petugas, masyarakat juga bisa memperoleh bonus top up jika bertransaksi menggunakan aplikasi tersebut saat berada di Mobile Booth.

Bagi konsumen yang melakukan top up di Mobile Booth MyPertamina, kita beri bonus top up, diskon 5%, kata Taufikurachman.

Melalui aplikasi MyPertamina, konsumen dapat membeli produk-produk Pertamina dengan cara pembayaran non-tunai (cashless payment). Sekarang sudah modern, pembayaran bisa dilakukan dengan aplikasi. Pembayaran nontunai di SPBU dapat dilakukan dengan baik melalui fasilitas yang telah dikerja samakan dengan berbagai perbankan maupun dengan LinkAja yang telah terintegrasi dengan aplikasi MyPertamina, jelas dia.

Keuntungan lainnya, konsumen yang membeli BBM non subsidi dengan aplikasi MyPertamina dapat lebih hemat Rp250 per liter, berlaku untuk seluruh user MyPertamina hingga 31 Januari 2021.

Isi BBM bisa lebih hemat hingga Rp 250 per liter untuk setiap pembelian Pertamax, Pertamax Turbo, Pertamina Dex dan Dexlite di SPBU Pertamina menggunakan aplikasi MyPertamina,'' ucapnya.

Dengan aplikasi MyPertamina, user juga bisa mendapat poin dan berbagai reward. Contohnya, transaksi di SPBU, dengan membeli 1 liter Pertamax Turbo sudah bisa mendapat 100 poin, poin tersebut bisa ditukarkan menjadi voucher dan merchandise. Hal menarik lainnya, user MyPertamina berkesempatan mendapat hadiah berupa mobil, paket umroh, emas batangan, handphone dan sebagainya.

Program Berbagi Berkah MyPertamina sudah kita lakukan mulai dari tahun 2020 sampai sekarang masih berlangsung jadi sekarang yang bertransaksi di SPBU menggunakan MyPertamina bisa ikut undian, tambahnya.

Lebih lanjut Taufikurachman mengatakan, pemanfaatan aplikasi yang menggabungkan antara jasa keuangan dan teknologi kini tidak bisa dihindari dan telah mengubah model bisnis dari konvensional menjadi lebih modern.

Bagi Pertamina, dengan adanya program digitalisasi SPBU, mereka juga dapat memantau kondisi stok BBM, penjualan BBM dan transaksi pembayaran di SPBU. (YP/OL-10)",Mobile Booth MyPertamina telah dioperasikan di Medan sebagai salah satu fasilitas penopang digitalisasi SPBU yang sedang digencarkan PT Pertamina (Persero) di kota ini. Unit Manager Communication Relation,https://mediaindonesia.com/read/detail/378339-mobile-both-pertamina-mulai-beroperasi-di-medan,2021-01-19 21:46:43
39,Jokowi Pastikan Penanganan Pascagempa di Sulbar Berjalan Baik,"blik Indonesia Joko Widodo melakukan kunjungan kerja di Mamuju dan Majene, Sulawesi Barat, Selasa (19/1). Di dua kabupaten itu, ia meninjau penanganan pasca gempabumi magnitudo 6,2 yang terjadi pada Jumat (15/1) lalu. 

Saat mendarat di Mamuju, Jokowi bersama rombongan terbatas langsung mengecek dampak gempa di kantor gubernur dan berkeliling di dalam kota untuk meninjau dampak gempa lainnya. 

Setelah itu, ia melanjutkan peninjauan di posko pengungsian warga di Stadion Manakarra. Di sana, Jokowi mendatangi satu per satu tenda pengungsi yang telah didirikan Kemensos. 

Saat itu, Jokowi tidak hanya mendatangi, ia juga bercengkrama bersama pengungsi sambil memberikan secara langsung makanan cepat saji kepala seluruh pengungsi yang ada di dalam tenda. Jangan rebutan, nanti saya bagi makanannya, kata Jokowi saat membagikan makanan cepat saji untuk pengungsi. 

Seusai mengunjungi satu per satu tenda, Jokowi mengatakan, bahwa semua proses pascagempa sudah dilakukan di Mamuju dan Majene. 

Di mana, menurutnya, mulai dari proses pencarian dan pertolongan korban hingga pemberian bantuan, dan penanganan pengungsi sudah terkelola dengan baik. Dan saya datang ke sini (Mamuju) untuk mengecek itu. Semuanya saya lihat sudah terkelola dengan baik, terang Jokowi. 

Ia menjelaskan, untuk gedung pemerintahan yang roboh pascagempa akan dibangun kembali oleh pemerintah pusat. Saya sudah sampaikan kepada gubernur, setelah seluruh bangunan di Mamuju diaudit pemerintah pusat akan segera membangun kembali, tegasnya.

Selain itu, lanjut Jokowi, untuk rumah penduduk yang terdampak, pemerintah juga akan memberikan bantuan. Untuk rusak berat diberikan bantuan Rp50 juta, rusak sedang Rp25 juta, dan rusak ringan Rp10 juta. ''Pemulihan rumah roboh harus segera dilakukan, ungkapnya. 

Selain itu, tambah Jokowi, untuk pemulihan ekonomi masyarakat termasuk untuk pelayanan di pemerintahan harus segera dipulihkan. Semuanya akan segera dipulihkan. Dan saya ingin menyamapaikan duka cita
yang mendalam atas bencan alam ini, tandasnya. (TB/OL-10)","PRESIDEN Republik Indonesia Joko Widodo melakukan kunjungan kerja di Mamuju dan Majene, Sulawesi Barat, Selasa (19/1). Di dua kabupaten itu, ia meninjau penanganan pasca gempabumi magnitudo 6,2 yang",https://mediaindonesia.com/read/detail/378338-jokowi-pastikan-penanganan-pascagempa-di-sulbar-berjalan-baik,2021-01-19 21:44:26
40,"Optimistis Properti Rebound, Modernland Siapkan Ekspansi","-19 yang terjadi sepanjang tahun 2020 menjadi tantangan terberat yang menerpa bisnis properti akibat terdampaknya semua sendi perekonomian. Namun sejumlah pihak, khususnya pengembang optimistis situasi akan kembali pulih pada 2021 dan pasar properti bakal rebound.

Indikatornya antara lain keberhasilan uji coba vaksin Covid-19 di pengujung 2020 dan dilanjutkan dengan dilakukannya program vaksinisasi di Indonesia mulai awal 2021. Secara simbolis vaksinisasi kepada Presiden Joko Widodo sebagai orang pertama di Indonesia yang menerima vaksin korona telah dilakukan pada 13 Januari 2021 lalu.

Hal itu tentu memunculkan optimisme dan sentimen pasar yang positif serta harapan kepada pemulihan ekonomi dan sektor properti akan kembali bergairah setelah sempat terpuruk, ujar Helen Hamzah, Director Marketing Urban Development PT Modernland Realty Tbk dalam siaran pers, Selasa (19/1).

Optimisme tersebut, imbuh dia, makin bertambah dengan adanya UU Cipta Kerja yang diyakini mampu memperlancar perekonomian pascapandemi Covid-19.

Helen menambahkan, untuk Modernland Realty sendiri, dengan melihat prospek bisnis properti yang lebih baik di 2021, telah menyiapkan beberapa strategi untuk kembali menangkap peluang.

Selain menggenjot penjualan proyek-proyek berjalan, perseroan juga tengah mempersiapkan beberapa produk properti baru yang akan mulai dipasarkan tahun ini, jelasnya.

Salah satu yang kini tengah dipersiapkan secara intens ialah Fairway Place Golf Residence, yaitu apartemen yang dikembangkan di atas lahan seluas 3,4 hektare di Kota Modern, Kota Tangerang, Banten. Kini kami terus mempercepat persiapan untuk segera meluncurkan produk apartemen baru di Kota Modern di tahun ini.

Fairway Place Golf Residence dikembangkan untuk menyasar kalangan menengah atas. Proyek apartemen ini akan dibangun dalam beberapa tipe dan direncanakan akan dipasarkan secara resmi pada awal 2021.

Konsep yang diusung ialah golf resort di tengah kota. Itu artinya ada fasilitas berupa akses pribadi langsung menuju driving range dan lapangan golf Modern Golf  Country Club. Sebagai informasi lapangan golf dirancang oleh peraih lima kali juara terbuka Inggris Peter Thomson itu merupakan salah satu lapangan golf terbaik di Indonesia.

Helenmenambahkan apartemen ini juga akan dikembangkan dengan memenuhi segala kebutuhan baru di era new normal. Baik dari sisi kesehatan maupun teknologi untuk menunjang berbagai aktivitas akibat perubahan gaya hidup masyarakat yang lebih memfokuskan diri pada aktivitas bekerja dan belajar dari tempat tinggal.

Karena itu, setiap unit di Fairway Place Golf Residence didesain agar dapat memaksimalkan sirkulasi udara dan pencahayaan pada setiap lantainya. Selain itu, desain khusus yang diterapkan pada bangunan agar suasana ruangan lebih nyaman dan mengurangi pemakaian AC dan lampu penerangan sehingga lebih hemat energi.

Kami optimistis proyek apartemen yang akan kami luncurkan ini akan disambut baik oleh masyarakat dan calon konsumen. Mengapa? Karena hunian vertikal ialah solusi tepat bagi masyarakat yang ingin memiliki hunian dengan harga lebih terjangkau di Kota Tangerang, tutupnya. (RO/X-12)","PANDEMI Covid-19 yang terjadi sepanjang tahun 2020 menjadi tantangan terberat yang menerpa bisnis properti akibat terdampaknya semua sendi perekonomian. Namun sejumlah pihak, khususnya pengembang optimistis",https://mediaindonesia.com/read/detail/378335-optimistis-properti-rebound-modernland-siapkan-ekspansi,2021-01-19 21:40:08
41,"Tiga Hari Terakhir, Penambahan Covid-19 di DIY di Bawah 300 per Ha","i terakhir penambahan kasus Covid-19 di DIY berada di angka 200-an per hari. Walau penambahan kasus per hari masih tinggi, jumlah tersebut relatif sedikit melandai dibandingkan beberapa hari sebelumnya yang mencapai angka di atas 300 dalam sehari.

Berdasarkan data Dinkes DIY, jumlah penambahan kasus Covid-19 di DIY pada 17, 18, dan 19 Januari 2021 masing-masing sebanyak 277, 295, dan 287. Penambahan kasus Covid-19 di DIY dalam sehari terbanyak adalah 379 kasus yang terjadi pada 8 Januari 2021.

Juru Bicara Pemda DIY untuk Penanganan Covid-19, Berty Murtiningsih menyampaikan, pada Selasa (19/1), jumlah pasien Covid-19 yang sembuh berjumlah 107 orang, sedangkan pasien yang meninggal dunia sebanyak 6 orang.

Pihaknya menghitung,akumulasi jumlah pasien positif terkonfirmasi Covid-19 di DIY adalah 17.515 orang. Dari jumlah tersebut, sebanyak 11.659 pasien dinyatakan sembuh Covid-19 dan 395 pasien positif Covid-19 meninggal dunia.

Hingga Selasa (19/01), persentase kesembuhan (tingkat kesembuhan) pasien COVID-19 adalah sebesar 66,57% sedangkan persentase kasus kematian (tingkat kematian) adalah sebesar 2,26%, jelas dia.

Sekda DIY, Kadarmanta Baskara Aji menyebut, kesadaran masyarakat terhadap protokol kesehatan (Prokes) sangat penting untuk menurunkan kasus penularan Covid-19 di DIY. Dia pun menilai, masyarakat sudah meningkat kesadarannya terhadap pemberlakuan prokes pada masa pemberlakuan pembatasan kegiatan masyarakat (PPKM). Namun, penerapan Prokes di masyarakat belum sesuai harapan.

Pasalnya, masih ada warga yang belum sadar untuk menerapkan Prokes. Mereka mestinya tidak perlu diingatkan oleh Satpol PP soal Prokes, tetapi mereka sadar sendiri, jelas dia.

PPKM di Jawa-Bali diberlakukan pada 11-25 Januari 2022. Dalam PPKM ini, pihaknya akan terus koordinasi dengan pusat karena kebijakan tersebut terkoneksi di Jawa dan Bali. (AT/OL-10)","Pada tiga hari terakhir penambahan kasus Covid-19 di DIY berada di angka 200-an per hari. Walau penambahan kasus per hari masih tinggi, jumlah tersebut relatif sedikit melandai dibandingkan beberapa",https://mediaindonesia.com/read/detail/378337-tiga-hari-terakhir-penambahan-covid-19-di-diy-di-bawah-300-per-ha,2021-01-19 21:36:20
42,"RS DKI Hampir Penuh, IDI: Sudah Diingatkan Sebelum Liburan"," Indonesia (IDI) Jakarta sudah memprediksi kasus covid-19 akan meningkat pascalibur Natal 2020 dan Tahun Baru 2021. Kondisi itu dapat menyebabkan rumah sakit rujukan penuh.

Ya kan, kami sudah mengingatkan sejak sebelum liburan bahwa kapasitas RS kita terbatas. Mungkin sudah banyak, tapi karena banyaknya pasien tidak cukup, ujar Ketua IDI Jakarta Slamet Budiarto, Selasa (19/1).

Pihaknya menyayangkan imbauan yang disampaikan IDI hanya dianggap sebagai angin lalu. Apalagi banyak warga yang masih bepergian di masa liburan akhir tahun. Tidak sedikit pula yang mengabaikan protokol kesehatan.

Baca juga:Belum Semua Warga DKI Terima BST, Ini Penjelasan Dinsos

Akibatnya, kasus covid-19 melonjak dua pekan pascalibur panjang. Rumah sakit rujukan covid-19 pun hampir terisi penuh, meski kapasitasnya terus ditambah.

Slamet berpendapat strategi penambahan kapasitas RS sudah tidak bisa lagi dilakukan. Sebab, penambahan tempat tidur juga berkaitan dengan ketersediaan peralatan dan tenaga medis.

Kalau pasien covid-19 bertambah terus, ya lama-lama (tenaga medis) akan kelelahan, pungkasnya.

Menurut dia, lebih tepat jika pemerintah dan masyarakat berupaya menekan penyebaran covid-19. Seperti, mengurangi mobilitas dan ke luar rumah hanya untuk keperluan mendesak. Berikut menerapkan protokol 3M, yakni memakai masker, menjaga jarak dan mencuci tangan.

Baca juga:Pesta Dihadiri Raffi Tak Ada Unsur Pidana, Pengamat: Keluarkan SP3

Sebelumnya, Pemprov DKI Jakarta mengungkapkan kondisi rumah sakit di Ibu Kota yang hampir penuh seiring meningkatnya kasus covid-19. Saat ini, kapasitas yang tersisa hanya 13% untuk menampung pasien positif.

Angka penggunaan tempat tidur atau bed occupancy ratio (BOR) rumah sakit di DKI sebanyak 87%, karena melayani warga lintas provinsi. Apabila hanya memperhitungkan warga Ibu Kota, angkanya sebesar 63%.(OL-11)",IKATAN Dokter Indonesia (IDI) Jakarta sudah memprediksi kasus covid-19 akan meningkat pascalibur Natal 2020 dan Tahun Baru 2021. Kondisi itu dapat menyebabkan rumah sakit rujukan penuh. Ya,https://mediaindonesia.com/read/detail/378336-rs-dki-hampir-penuh-idi-sudah-diingatkan-sebelum-liburan,2021-01-19 21:35:44
